id	gender	race	c1rrscal	c1rrscala	c1rrtsco	c1rmscal	c1rmtsco	c1rgscal	c1rgtsco	c1fmotor	c1gmotor	c2rrscal	c2rrtsco	c2rmscal	c2rmtsco	c2rgscal	c2rgtsco	c3rrscal	c3rrtsco	c3rmscal	c3rmtsco	c3rgscal	c3rgtsco	c4rrscal	c4rrtsco	c4rmscal	c4rmtsco	c4rgscal	c4rgtsco	p1learn	p1contro	p1social	t1learn	t1contro	t1interp	t1extern	t1intern	p1center	p1disabl	p1htotal	p1hfamil	p1firkdg	p1hrsprk	wkmomed	wkdaded	wklangst	wksesl	wksesq5	s2kpupri	p1count	p1share	p1pencil	p1still	p1letter	p1verbal	p1expect	p1readbo	p1tellst	p1singso	p1helpar	p1chores	p1games	p1nature	p1build	p1sport	p1chlboo	p1chsesa	p2librar	p2safepl	p2garbag	p2drug	p2burglr	p2violen	p2vacant	p2bktog	ses_orig																																																																																																																																																																																			
68.00	2	1	31	31	61	23	56	27	56	7	8	36	55	36	60	28	52	35	50	36	55	33	53	60	54	44	52	41	59	3.33	2.80	3.67	2.50	2.00	2.00	1.80	1.50	1	2	4	1	1	40	3	6	2	44	3	2	3	1	3	2	2	1	4	3	3	2	2	3	2	1	1	2	30	2	2	3	2	3	2	3	3	7	-0.06																																																																																																																																																																																			
69.00	2	1	26	26	56	25	59	33	64	6	6	52	65	43	66	41	67	60	65	41	58	43	66	76	64	57	65	47	70	3.67	2.80	4.00	4.00	4.00	4.00	1.00	1.25	1	2	4	1	1	34	6	9	2	60	5	2	3	2	2	2	2	2	4	4	4	4	4	4	3	3	2	3	50	2	2	3	3	3	3	3	3	7	1.49																																																																																																																																																																																			
70.00	1	1	31	31	61	24	58	38	70	9	8	43	60	40	64	36	61	44	56	36	55	41	63	61	54	48	55	41	59	3.00	3.60	3.00	3.00	3.50	2.80	1.40	1.50	1	2	4	1	1	20	5	6	2	53	5	1	3	1	2	3	1	1	4	4	4	4	3	3	2	3	3	2	70	2	2	2	3	3	3	3	3	5	0.82																																																																																																																																																																																			
71.00	1	1	14	14	38	8	29	10	33	2	6	25	44	18	40	14	33	34	48	22	40	18	36	54	50	38	46	30	44	2.50	2.80	2.67	1.33	2.75	1.60	2.00	2.75	2	2	4	1	1	0	3	2	2	39	2	1	2	1	2	1	2	1	3	3	3	3	3	2	3	2	2	3	50	1	1	3	3	3	3	3	3	5	-0.63																																																																																																																																																																																			
72.00	1	1	21	21	49	20	53	28	58	5	6	23	41	22	46	27	50	26	39	33	51	33	54	48	47	49	56	42	60	3.17	2.60	3.00	3.83	3.75	3.25	1.00	1.25	2	2	4	1	1	9	3	3	2	43	3	1	3	2	2	2	2	3	4	4	4	3	4	3	3	2	2	4	100	1	2	3	3	3	3	3	3	0	-0.23																																																																																																																																																																																			
73.00	1	1	27	27	57	23	57	25	55	5	6	38	57	31	55	35	60	43	55	52	67	35	56	62	55	54	61	41	59	3.00	3.20	3.33	4.00	4.00	4.00	1.20	1.25	1	2	6	1	1	20	6	9	2	65	5	1	3	2	3	3	4	2	4	4	3	4	3	4	4	3	2	4	200	2	1	3	3	3	3	3	3	7	2.04																																																																																																																																																																																			
74.00	1	1	27	27	57	24	59	15	41	8	7	38	57	32	55	26	50	46	57	35	53	29	49	78	65	52	59	38	54	3.50	3.20	3.67	3.00	3.50	2.75	1.20	2.00	2	2	5	1	1	0	5	3	2	42	2	1	4	2	2	2	2	2	4	4	3	4	3	4	3	3	3	4	50	1	1	3	3	3	3	3	3	5	-0.32																																																																																																																																																																																			
75.00	2	1	18	18	45	13	40	30	60	6	6	22	39	20	43	36	61	21	33	23	41	37	58	39	40	33	40	43	61	4.00	3.80	4.00	3.50	4.00	4.00	1.00	2.50	1	2	3	2	1	30	5	5	2	47	4	1	2	1	1	1	2	1	6	4	4	4	4	4	3	3	3	4	150	1	1	3	3	3	3	3	3	7	0.15																																																																																																																																																																																			
76.00	2	1	21	21	49	16	47	13	38	3	7	29	48	20	43	18	39	35	50	29	48	19	37	46	46	40	48	30	45	2.67	3.00	3.00	3.00	3.50	3.25	1.00	1.75	1	2	4	1	1	12	3	5	2	43	3	2	3	2	2	2	3	2	5	4	4	4	2	3	3	2	2	2	100	1	1	3	3	3	3	3	3	5	-0.19																																																																																																																																																																																			
77.00	2	1	40	40	68	36	69	34	65	7	8	39	58	40	64	42	69	55	62	47	63	42	65	74	62	57	64	45	65	3.83	3.40	4.00	3.17	2.75	2.60	1.40	2.25	1	1	4	1	1	35	6	6	2	51	4	2	1	1	1	2	1	1	5	3	4	3	3	2	3	2	1	3	100	2	2	3	3	3	3	3	3	7	0.60																																																																																																																																																																																			
78.00	1	1	27	27	57	19	51	34	65	6	4	35	54	31	55	29	53	41	54	32	51	33	54	67	57	44	51	40	57	3.17	3.00	3.00	2.50	3.00	3.00	1.00	1.50	1	2	4	1	1	23	3	5	2	44	3	1	1	1	2	2	2	2	5	3	3	2	2	3	2	2	4	3	100	1	2	3	3	3	3	3	3	7	-0.15																																																																																																																																																																																			
79.00	1	1	20	20	48	21	54	26	55	8	6	26	45	35	58	27	51	44	56	39	57	35	56	60	54	47	54	43	61	3.50	1.20	3.33	3.50	3.25	2.60	1.40	2.00	2	2	4	1	1	0	3	3	2	39	2	1	1	1	2	1	3	1	3	4	2	2	4	4	4	3	3	2	40	1	1	2	3	3	3	3	2	3	-0.56																																																																																																																																																																																			
80.00	1	1	23	23	52	21	54	24	53	5	2	36	55	32	56	33	58	45	56	34	53	34	55	58	53	43	50	39	56	3.17	2.80	3.33	2.67	3.25	2.50	1.80	1.50	1	2	5	1	1	47	5	5	2	49	4	1	3	2	2	2	3	1	4	3	3	2	3	3	3	2	2	2	150	2	2	3	3	3	3	3	3	2	0.40																																																																																																																																																																																			
81.00	2	1	20	20	47	18	50	29	59	9	8	33	52	29	53	38	64	38	52	32	50	39	61	54	50	48	55	42	59	3.50	3.00	3.67	3.50	4.00	3.40	1.80	1.50	2	2	5	1	1	4	6	6	2	53	5	1	4	2	3	2	2	1	4	4	4	3	3	4	2	3	2	3	60	2	2	3	3	3	3	3	3	7	0.75																																																																																																																																																																																			
82.00	2	1	29	29	59	32	65	32	62	9	8	38	57	40	64	32	57	45	56	48	64	36	57	69	59	58	66	41	59	3.67	3.20	3.33	2.50	3.25	2.80	1.00	1.75	1	1	4	1	1	8	8	8	2	60	5	1	2	1	2	1	1	1	4	4	4	4	2	4	2	2	2	3	100	1	2	3	3	3	3	3	3	7	1.48																																																																																																																																																																																			
83.00	1	1	30	30	60	26	60	37	69	8	8	40	58	37	61	44	73	51	60	41	59	42	65	72	61	52	58	46	69	3.67	3.00	3.67	3.67	3.25	4.00	1.00	1.00	1	2	4	1	1	35	5	8	2	59	5	1	2	2	2	2	3	2	4	4	2	4	3	4	3	2	3	4	200	1	1	3	3	3	3	3	3	5	1.37																																																																																																																																																																																			
84.00	2	1	22	22	50	21	54	15	41	8	7	33	53	23	47	23	46	37	51	32	51	25	44	60	54	44	51	31	46	2.50	2.60	3.33	1.83	3.00	3.40	1.80	1.00	1	2	5	1	1	40	3	2	2	38	1	1	3	2	1	1	3	2	3	4	2	4	2	2	2	1	1	2	50	2	1	3	3	3	3	3	3	7	-0.68																																																																																																																																																																																			
85.00	2	1	14	14	39	11	37	21	49	2	8	15	27	14	32	23	46	18	27	27	46	26	45	36	38	23	29	28	43	3.50	2.80	4.00	2.17	2.00	2.00	3.60	2.75	2	1	4	1	2	0	2	3	2	37	1	1	1	1	1	1	1	1	4	4	4	4	3	4	4	3	3	4	40	1	1	3	3	2	3	3	3	7	-0.82																																																																																																																																																																																			
86.00	2	1	35	35	65	27	61	24	54	7	8	54	66	33	57	26	49	56	62	43	61	30	50	69	59	50	57	40	58	2.83	3.60	3.67	4.00	4.00	4.00	1.00	1.00	2	2	5	1	1	0	5	5	2	46	4	1	2	1	2	1	1	1	3	4	2	3	4	2	1	2	1	3	80	2	1	3	3	3	3	3	3	7	0.10																																																																																																																																																																																			
87.00	1	1	32	32	63	26	60	28	58	6	8	36	55	34	58	32	56	49	59	40	58	35	56	61	54	51	58	37	54	3.67	3.40	4.00	3.00	3.00	3.00	1.60	1.25	1	1	5	1	1	8	3	3	2	44	3	1	2	2	2	3	1	1	2	4	4	1	3	4	4	3	3	4	75	1	1	3	3	2	3	3	3	2	-0.07																																																																																																																																																																																			
88.00	1	1	23	23	53	26	60	38	69	7	8	26	44	34	58	38	63	28	42	41	59	41	63	46	46	51	58	43	62	3.83	2.20	4.00	4.00	3.75	3.80	1.00	1.00	1	1	4	1	1	8	6	6	2	56	5	1	1	1	1	1	2	1	4	4	4	3	3	3	3	3	3	3	200	1	1	3	3	3	3	3	3	7	1.11																																																																																																																																																																																			
89.00	1	1	19	19	46	22	55	26	55	8	3	32	51	24	49	34	58	35	49	31	50	38	59	57	52	50	57	43	62	3.67	2.60	3.33	2.67	2.00	2.20	3.20	2.00	1	2	4	1	1	36	5	6	2	46	3	1	2	1	2	3	2	1	4	4	3	2	2	4	3	3	2	3	75	1	1	3	3	3	3	3	3	2	0.06																																																																																																																																																																																			
90.00	2	1	24	24	53	28	62	20	48	7	8	26	45	31	55	26	50	41	54	41	58	33	53	63	55	55	62	42	59	3.33	2.60	3.33	3.83	3.75	4.00	1.20	1.00	2	2	4	1	1	0	4	5	2	44	3	2	2	2	2	3	2	2	4	3	4	4	2	3	3	3	2	3	200	1	2	3	3	3	3	3	3	2	-0.11																																																																																																																																																																																			
91.00	2	1	18	18	45	18	50	20	49	8	5	33	52	25	50	23	45	35	49	34	53	25	44	64	56	46	54	34	50	3.33	2.00	4.00	2.83	3.25	3.00	2.40	1.75	1	2	5	1	1	28	3	3	2	40	2	1	3	2	4	2	3	2	3	2	2	2	1	2	2	1	3	2	10	1	2	2	3	3	3	3	3	2	-0.47																																																																																																																																																																																			
92.00	2	1	20	20	47	17	48	10	31	5	4	26	45	22	45	11	27	32	47	27	45	11	24	64	56	39	47	20	33	2.00	2.40	1.67	2.00	3.50	2.80	1.40	1.25	2	1	5	1	1	0	4	2	2	40	2	1	3	1	3	2	3	1	5	4	3	2	3	2	4	3	3	2	45	1	1	2	3	3	3	3	3	4	-0.53																																																																																																																																																																																			
93.00	1	1	21	21	49	17	48	22	51	4	8	33	53	27	51	28	51	30	45	24	43	30	50	61	54	48	56	34	50	3.17	2.80	3.33	3.17	3.25	3.00	1.40	2.00	2	2	4	1	1	0	3	2	2	40	2	1	2	2	2	2	2	2	2	4	1	4	4	4	3	4	4	4	60	1	2	2	3	3	2	3	3	2	-0.55																																																																																																																																																																																			
94.00	1	1	14	14	37	11	37	9	29	3	3	18	33	16	37	16	37	17	26	14	26	20	38	21	18	25	32	22	35	2.00	1.60	4.00	1.50	2.00	1.60	2.60	1.00	1	1	5	1	1	20	1	3	2	35	1	1	1	1	1	1	2	1	4	2	2	2	3	3	2	1	2	3	20	2	2	3	3	3	3	3	3	1	-1.00																																																																																																																																																																																			
95.00	2	1	22	22	51	20	52	33	64	8	6	32	52	30	54	40	66	33	48	32	51	38	60	55	51	46	53	43	61	3.50	3.20	3.33	3.33	3.00	2.80	1.40	1.25	2	2	3	3	1	13	4	5	2	42	3	2	1	2	2	2	2	1	5	3	3	2	2	4	4	2	2	4	100	2	1	3	2	3	3	3	3	7	-0.30																																																																																																																																																																																			
96.00	2	1	33	33	63	27	61	31	61	8	7	49	63	34	58	31	55	55	62	33	51	35	56	70	60	51	58	45	65	3.50	2.80	4.00	3.33	3.25	3.00	1.40	2.00	1	2	7	1	1	6	3	5	2	46	4	1	2	1	2	1	3	2	4	3	3	4	3	4	3	4	2	4	200	2	2	3	3	3	3	3	3	7	0.13																																																																																																																																																																																			
97.00	2	1	19	19	47	21	54	14	39	6	7	34	54	26	50	17	38	40	54	34	52	22	40	74	62	44	51	25	39	2.33	2.40	2.67	2.00	2.00	2.40	1.00	1.25	1	1	9	1	1	27	6	8	2	61	5	2	4	2	3	3	4	1	4	3	2	3	2	3	3	2	2	1	32	2	1	3	3	3	3	3	3	7	1.56																																																																																																																																																																																			
98.00	2	1	26	26	56	19	51	23	52	8	8	43	60	26	50	32	56	48	58	31	49	34	55	60	54	45	53	37	54	3.50	3.60	4.00	4.00	4.00	3.60	1.60	1.75	1	2	4	1	1	45	5	3	2	49	4	2	1	1	1	1	1	1	4	3	3	3	3	4	2	2	3	3	100	1	1	3	3	3	3	3	3	5	0.41																																																																																																																																																																																			
99.00	1	1	71	46	84	29	63	23	52	3	4	71	75	35	59	35	60	74	72	42	60	40	62	77	64	55	62	37	53	3.00	3.00	3.33	2.33	3.00	2.80	1.60	1.00	1	2	4	1	1	82	7	6	2	48	4	2	2	1	3	3	1	2	4	3	2	2	1	3	3	3	3	3	200	2	1	3	3	3	3	3	3	4	0.33																																																																																																																																																																																			
100.00	2	1	26	26	55	16	46	11	33	6	8	30	50	15	34	18	39	33	47	23	42	22	40	53	50	38	46	24	38	3.33	3.40	3.00	2.17	3.75	2.40	1.20	3.75	1	2	3	2	1	7	5	5	2	48	4	2	1	2	2	2	2	2	3	4	3	4	4	4	3	3	1	3	100	2	1	3	2	3	3	3	3	3	0.29																																																																																																																																																																																			
101.00	2	2	15	15	40	13	41	14	40	3	7	37	56	29	53	20	42	41	54	31	50	28	47	62	55	43	51	40	57	3.67	3.00	3.00	3.33	3.00	3.40	1.80	1.25	1	1	3	2	1	36	3	3	2	39	2	1	2	2	2	2	2	2	4	4	3	3	1	2	3	1	3	2	25	1	1	2	3	2	3	3	3	2	-0.58																																																																																																																																																																																			
102.00	1	2	16	16	42	19	52	34	64	4	7	39	58	30	54	30	54	37	51	32	50	36	57	43	44	38	46	41	58	3.67	3.00	3.67	2.67	2.00	2.80	2.60	1.50	1	2	4	1	1	8	3	3	2	40	2	1	2	2	3	2	2	2	4	2	3	3	3	3	3	3	3	4	25	1	2	2	3	3	3	3	3	2	-0.50																																																																																																																																																																																			
103.00	2	2	24	24	54	17	48	18	46	8	8	27	46	29	53	19	41	35	50	26	45	21	39	48	47	43	50	27	41	3.33	2.40	3.00	3.80	4.00	4.00	1.40	1.00	1	1	8	1	1	32	3	3	2	39	2	1	1	1	1	1	1	1	6	2	1	3	2	4	3	1	1	3	20	2	2	2	3	3	3	3	3	1	-0.63																																																																																																																																																																																			
104.00	1	2	16	16	41	11	36	21	50	2	6	21	38	15	35	23	46	22	35	20	36	24	43	39	41	30	37	35	51	2.50	3.20	3.00	2.67	2.00	2.20	3.40	2.00	1	1	5	2	1	40	6	5	2	51	4	1	2	2	2	2	2	1	5	3	3	4	3	2	3	2	1	2	50	1	2	3	3	3	3	3	3	3	0.55																																																																																																																																																																																			
105.00	2	2	28	28	58	29	62	30	60	5	8	44	61	35	58	30	54	47	58	37	55	31	51	61	54	42	49	33	49	2.67	3.00	3.33	3.83	3.50	3.20	1.80	1.00	1	2	6	1	1	40	3	3	2	40	2	1	2	1	1	1	1	1	5	4	2	2	2	3	2	3	1	2	45	1	1	3	3	3	3	3	3	2	-0.53																																																																																																																																																																																			
106.00	1	2	29	29	59	17	48	25	54	5	8	32	52	30	54	29	53	27	41	25	44	32	52	45	45	43	51	33	48	3.17	3.40	4.00	3.00	3.25	3.40	1.40	1.00	1	2	3	2	1	74	5	4	2	44	3	1	3	2	2	2	2	1	6	3	4	4	3	4	3	2	2	3	150	2	1	3	3	3	3	3	3	7	-0.06																																																																																																																																																																																			
107.00	1	2	30	30	60	17	49	22	51	6	8	40	58	24	49	23	46	52	61	32	50	27	46	65	56	46	53	34	50	3.33	3.00	3.67	2.33	3.25	3.00	1.20	1.25	2	2	4	1	1	45	6	6	2	49	4	1	2	2	1	1	2	1	5	4	4	4	3	4	3	2	1	4	90	1	1	3	3	3	3	3	3	1	0.43																																																																																																																																																																																			
108.00	1	2	22	22	51	33	66	27	57	3	7	43	60	33	57	29	53	46	57	38	56	36	57	52	49	43	51	36	52	3.33	2.80	4.00	3.33	3.00	3.25	1.60	1.25	1	2	3	2	2	40	5	3	2	43	3	2	2	2	2	2	2	2	4	3	3	4	3	4	3	3	3	3	30	1	2	3	3	3	3	3	3	4	-0.20																																																																																																																																																																																			
109.00	1	2	21	21	49	19	51	16	43	9	5	48	63	31	55	19	41	59	64	37	55	28	48	69	59	48	55	29	44	2.33	3.60	1.67	3.83	3.00	3.40	2.00	1.25	1	2	4	1	1	30	4	3	2	41	2	1	2	2	3	2	1	1	2	2	2	4	2	4	2	2	3	2	30	1	2	2	3	2	2	3	3	2	-0.38																																																																																																																																																																																			
110.00	1	2	22	22	51	17	48	16	43	4	6	32	52	15	35	14	34	31	46	21	39	22	40	41	42	35	42	35	50	2.83	2.60	3.67	2.67	3.25	2.80	2.00	1.50	1	2	5	1	1	35	6	8	2	53	5	2	3	2	2	2	1	1	5	4	3	4	2	4	2	1	4	2	150	1	1	3	3	3	3	3	3	7	0.76																																																																																																																																																																																			
111.00	2	2	16	16	42	21	54	20	49	7	8	30	49	32	56	22	44	38	52	39	57	30	49	45	45	47	54	35	51	2.83	3.40	3.33	4.00	3.67	3.75	1.00	2.00	1	2	3	3	1	45	2	3	2	40	2	1	1	2	2	2	1	2	4	3	2	2	4	4	3	3	4	2	50	1	1	3	3	3	3	3	3	3	-0.54																																																																																																																																																																																			
112.00	1	2	21	21	49	22	55	23	52	7	8	43	60	30	54	33	57	47	58	40	58	32	52	65	57	50	57	38	54	2.83	2.80	3.67	3.00	2.75	3.00	1.40	1.25	2	2	4	1	1	0	5	4	2	45	3	1	3	2	3	3	1	2	2	3	2	2	2	3	2	1	3	3	30	1	2	2	3	3	3	3	3	1	0.00																																																																																																																																																																																			
113.00	2	2	39	39	68	23	57	30	60	7	8	43	60	31	55	32	57	56	62	38	56	33	53	67	58	46	53	42	60	3.83	3.60	4.00	3.83	3.67	3.20	1.40	1.00	1	2	4	1	1	35	8	6	2	59	5	2	2	1	3	1	2	1	6	4	2	4	2	4	4	3	2	4	100	1	1	3	3	3	3	3	3	6	1.44																																																																																																																																																																																			
114.00	1	2	13	13	37	14	43	13	38	8	8	33	53	30	54	32	56	25	38	30	49	33	53	46	45	39	47	35	51	3.17	2.60	3.33	2.17	2.75	2.60	1.60	1.25	1	2	12	1	1	20	2	5	2	40	2	1	2	2	2	2	3	2	4	2	1	2	2	4	3	2	2	3	150	1	2	3	3	3	3	3	3	7	-0.46																																																																																																																																																																																			
115.00	2	2	21	21	49	18	50	17	44	6	7	27	46	28	52	35	60	33	47	36	54	31	51	65	56	51	58	38	54	3.00	2.40	2.67	2.67	2.00	2.60	1.60	1.50	2	2	6	5	1	24	3	3	2	40	2	1	3	2	2	2	3	2	2	2	1	2	1	3	2	2	1	2	30	1	2	2	2	2	3	3	3	7	-0.53																																																																																																																																																																																			
116.00	1	2	23	23	52	21	55	26	56	8	8	28	48	25	49	26	50	38	52	32	50	27	47	47	46	40	48	36	52	3.00	2.80	3.33	2.17	2.67	2.50	1.20	1.50	1	2	5	1	1	10	6	5	2	49	4	1	3	2	3	1	3	1	6	4	4	4	4	4	4	2	3	4	45	1	1	2	3	3	3	3	3	7	0.43																																																																																																																																																																																			
117.00	2	2	14	14	39	11	37	8	27	1	5	23	41	19	41	15	34	27	41	21	39	17	34	57	52	38	46	21	35	2.67	3.00	3.00	1.67	3.50	2.60	1.00	1.75	2	2	7	1	1	0	2	3	2	33	1	1	2	2	2	2	2	2	3	2	3	2	2	4	2	2	1	2	15	1	2	3	3	2	3	3	3	4	-1.22																																																																																																																																																																																			
118.00	1	2	29	29	59	17	49	16	42	2	8	32	51	25	49	23	46	47	57	31	50	26	45	56	52	40	48	30	45	3.00	2.60	3.67	3.50	2.75	2.80	1.20	1.25	1	2	3	2	1	45	5	3	2	47	4	1	2	2	2	1	2	2	4	3	3	4	2	2	2	2	1	2	50	1	1	2	3	3	3	3	3	1	0.16																																																																																																																																																																																			
119.00	2	2	20	20	48	20	53	17	45	8	5	26	44	24	48	19	41	34	49	32	50	28	47	60	54	45	52	32	47	3.50	3.00	4.00	3.33	3.25	3.40	2.00	1.50	1	2	4	1	1	80	3	3	2	37	1	1	2	2	3	2	2	2	2	2	2	3	2	3	3	2	2	3	35	1	1	2	2	2	2	2	2	2	-0.79																																																																																																																																																																																			
120.00	1	2	19	19	47	14	42	15	41	3	8	29	49	25	50	27	51	37	51	37	56	34	54	30	32	45	52	41	58	2.83	3.20	3.00	3.83	3.75	3.80	1.80	1.25	2	2	3	2	1	0	2	2	2	37	1	1	2	2	2	1	1	1	5	3	2	3	3	3	3	3	3	3	3	1	2	3	3	3	2	3	3	3	-0.77																																																																																																																																																																																			
121.00	2	2	15	15	39	14	43	21	50	2	6	23	41	15	34	19	40	28	42	20	38	23	42	51	48	21	27	25	39	3.33	2.40	3.00	2.17	2.50	2.80	2.20	1.00	1	2	6	1	1	40	3	3	2	39	2	1	3	2	2	2	3	2	3	4	4	4	3	2	4	1	2	4	20	1	2	2	1	1	1	1	1	3	-0.58																																																																																																																																																																																			
122.00	1	2	16	16	42	12	38	17	44	3	7	25	44	20	42	25	48	34	49	18	34	27	46	41	42	36	44	32	47	3.17	2.80	3.67	2.33	3.00	2.80	1.00	1.00	2	1	4	1	1	0	6	6	2	48	4	1	2	1	2	3	2	2	4	2	2	4	2	2	3	2	2	4	100	1	1	3	3	3	3	3	3	2	0.33																																																																																																																																																																																			
123.00	1	2	15	15	40	9	30	16	42	8	8	30	50	14	33	20	42	27	41	19	36	20	38	34	37	25	32	22	36	3.50	2.00	3.00	2.17	2.25	2.60	2.40	1.75	1	2	6	1	1	20	2	2	2	34	1	1	2	2	2	2	2	3	2	4	2	2	4	4	2	1	1	1	4	1	1	1	1	1	2	1	1	7	-1.10																																																																																																																																																																																			
124.00	1	2	21	21	49	20	52	13	38	5	6	23	41	20	43	27	50	34	49	24	43	35	56	39	41	33	41	40	57	2.50	3.40	3.67	2.17	2.00	2.20	2.40	2.00	2	2	6	1	2	0	5	5	2	46	4	1	2	1	1	1	1	1	6	4	4	4	3	4	4	2	4	4	100	1	1	3	3	3	3	3	3	7	0.13																																																																																																																																																																																			
125.00	2	2	29	29	59	20	53	11	34	5	7	30	50	19	41	10	24	42	55	21	39	17	34	56	52	40	48	16	28	3.00	3.20	4.00	2.00	1.67	2.00	2.40	1.75	1	2	2	4	1	80	5	3	2	46	4	2	1	1	3	5	4	1	4	3	3	4	2	4	4	2	1	2	30	1	2	3	3	3	3	3	3	1	0.12																																																																																																																																																																																			
126.00	2	2	32	32	63	19	52	19	47	6	7	34	54	31	55	22	44	43	55	30	49	25	45	60	54	39	47	30	44	2.83	3.20	3.00	3.00	3.67	2.80	1.60	1.00	1	2	4	1	1	52	5	5	2	46	4	2	2	2	2	1	1	1	6	3	3	3	2	3	3	2	3	2	50	1	1	2	3	3	3	3	3	1	0.09																																																																																																																																																																																			
127.00	1	2	32	32	62	25	59	30	60	4	7	34	53	35	59	29	53	57	63	41	59	43	67	54	50	38	46	32	47	3.00	3.20	4.00	3.80	3.75	3.80	1.00	1.00	1	2	3	2	1	50	5	5	2	53	5	1	2	2	1	3	1	1	4	4	2	4	2	3	2	4	2	4	50	1	1	3	3	3	3	3	3	7	0.75																																																																																																																																																																																			
128.00	1	2	14	14	38	8	28	10	30	1	6	21	38	15	34	14	32	24	37	11	21	19	37	50	48	20	24	29	44	3.50	2.60	4.00	2.00	2.00	2.40	3.00	2.00	1	2	4	2	1	45	5	5	2	49	4	1	1	2	3	1	3	2	4	4	1	4	3	4	4	3	4	3	50	1	2	3	3	3	3	3	3	3	0.40																																																																																																																																																																																			
129.00	2	2	25	25	55	20	53	27	56	7	8	31	51	27	51	33	58	37	51	37	55	34	55	63	56	45	52	37	53	3.83	3.40	3.67	3.83	4.00	3.80	1.40	1.00	1	2	5	1	1	75	3	5	2	40	2	1	1	1	1	1	1	1	5	4	4	4	4	4	4	3	4	3	50	1	1	2	3	3	3	3	3	7	-0.49																																																																																																																																																																																			
130.00	1	2	23	23	52	19	52	19	46	9	6	33	53	31	55	25	48	39	53	31	50	26	46	50	48	39	47	35	51	3.17	2.80	3.67	2.17	3.00	2.60	2.00	2.00	1	2	5	1	1	35	5	3	2	48	4	2	2	2	2	3	2	2	4	3	2	3	3	4	2	3	4	4	30	1	2	2	3	3	3	3	3	7	0.29																																																																																																																																																																																			
131.00	2	2	22	22	51	21	55	24	53	9	8	36	55	32	56	30	54	45	57	35	53	30	50	68	59	42	50	34	49	3.17	2.80	3.33	2.67	3.00	2.60	2.20	2.75	1	1	4	1	1	70	5	3	2	42	3	1	2	1	1	1	1	1	6	2	4	4	2	4	2	2	4	2	50	1	1	3	3	3	3	3	3	2	-0.29																																																																																																																																																																																			
132.00	2	2	25	25	55	19	51	19	47	5	4	33	53	20	43	28	52	38	52	24	42	33	53	54	50	39	47	33	49	3.00	2.40	3.00	2.17	2.50	2.80	3.50	1.75	1	1	8	1	1	48	7	3	2	50	4	1	2	1	3	3	3	1	4	4	4	4	3	4	3	2	3	2	150	1	1	3	3	3	3	3	3	2	0.46																																																																																																																																																																																			
133.00	1	2	16	16	42	11	36	19	47	2	7	20	37	14	32	21	44	24	37	20	38	23	42	51	48	34	42	29	44	4.00	3.00	3.00	1.83	2.50	2.20	1.80	1.00	2	2	3	2	1	40	3	3	2	37	1	1	1	1	1	1	1	1	3	2	3	4	2	4	2	1	3	1	20	1	2	2	3	2	3	3	2	1	-0.76																																																																																																																																																																																			
134.00	2	2	43	43	70	43	75	30	60	8	8	54	66	42	65	34	59	56	63	45	62	38	59	68	58	55	62	40	57	3.33	3.00	4.00	4.00	4.00	4.00	1.00	1.00	1	2	4	1	1	30	7	6	2	56	5	2	2	2	2	3	2	1	5	4	1	3	3	2	3	2	1	2	70	2	2	3	3	3	3	3	3	0	1.08																																																																																																																																																																																			
135.00	2	2	16	16	41	13	40	24	53	6	8	28	47	16	36	32	56	25	38	15	28	32	52	45	45	30	37	35	51	3.17	2.80	3.67	3.00	3.00	3.40	1.20	1.50	2	2	3	2	1	45	5	3	2	45	3	1	4	2	2	2	3	2	4	3	4	4	1	4	4	4	1	2	40	2	2	3	3	3	3	3	3	0	-0.03																																																																																																																																																																																			
136.00	1	2	13	13	35	13	42	18	46	1	6	37	56	19	40	23	46	38	52	21	38	27	46	49	47	39	47	34	49	2.50	3.00	3.00	2.83	3.00	3.40	1.80	1.00	2	2	7	1	1	0	6	5	2	47	4	1	3	2	2	2	2	2	4	3	3	3	3	4	3	4	3	3	22	1	1	3	3	3	3	3	3	7	0.24																																																																																																																																																																																			
137.00	1	2	30	30	61	14	44	23	52	8	6	40	58	32	56	29	53	46	57	36	54	30	50	67	58	46	53	38	55	3.17	2.80	4.00	2.33	2.75	3.00	2.00	2.00	1	2	5	1	1	35	5	3	2	48	4	2	2	2	2	3	2	2	4	3	2	2	3	4	2	4	4	4	30	1	2	2	3	3	3	3	3	7	0.29																																																																																																																																																																																			
138.00	1	2	14	14	37	12	40	11	35	4	8	24	42	15	35	17	39	28	42	19	36	23	42	42	43	25	32	30	44	3.67	3.20	2.33	2.00	3.00	2.80	1.60	2.00	1	2	7	1	1	40	3	6	2	49	4	1	2	2	2	2	2	2	4	3	3	2	1	4	4	1	2	3	60	1	2	2	3	3	3	3	3	1	0.38																																																																																																																																																																																			
139.00	1	2	16	16	42	13	42	21	49	6	7	27	46	18	40	21	44	31	46	22	40	30	49	47	46	35	43	35	50	3.17	3.00	3.67	2.17	3.00	3.00	1.80	2.00	2	2	4	1	1	40	3	4	2	47	4	1	3	2	4	3	3	3	5	2	2	1	3	3	2	1	4	2	6	2	2	3	3	3	3	3	3	2	0.23																																																																																																																																																																																			
